win_va,ps_name,src,confidence,tier
0x004a39b8,build_reg_road_from_elastic,map.c,ordinal,2
0x004a3eb6,reg_road_ramifications,map.c,ordinal,2
0x004a40d4,get_reg_wall_elastic,map.c,ordinal,2
0x004a4172,transform_reg_wall_elastic,map.c,ordinal,2
0x004a450a,build_reg_wall_from_elastic,map.c,ordinal,2
0x004a4841,reg_wall_ramifications,map.c,ordinal,2
0x004a4953,one_reg_wall_ramification,map.c,ordinal,2
0x004a4bca,garden_an_area,map.c,ordinal,2
0x004a4dd7,plaza_an_area,map.c,ordinal,2
0x004a4fa8,clear_an_area,map.c,ordinal,2
0x004a536b,clear_a_reg_area,map.c,ordinal,2
0x004a564b,destroy_reg_atom,map.c,ordinal,2
0x004a57bd,destroy_an_atom,map.c,ordinal,2
0x004a590a,spread_fire_atom,map.c,ordinal,2
0x004a5a2b,spread_plague_atom,map.c,ordinal,2
0x004a5b27,plague_an_atom,map.c,ordinal,2
0x004a5bc7,plague_sized,map.c,ordinal,2
0x004a5c9a,clear_sized_to_rubble,map.c,ordinal,2
0x004a602f,clear_to_rubble,map.c,ordinal,2
0x004a6183,clear_to_empty,map.c,compile-exact,1
0x004a6203,clear_basic,map.c,ordinal,2
0x004a633c,clear_sized_to_reg_basic,map.c,ordinal,2
0x004a6430,clear_reg_basic,map.c,ordinal,2
0x004a6555,plague_it,map.c,ordinal,2
0x004a6605,build_an_area,map.c,ordinal,2
0x004a683b,put_x1_area,map.c,ordinal,2
0x004a6a13,put_x2_area,map.c,ordinal,2
0x004a6d79,put_x3_area,map.c,ordinal,2
0x004a70e7,put_x4_area,map.c,ordinal,2
0x004a7455,change_sized,map.c,ordinal,2
0x004a7573,set_map_ref,map.c,ordinal,2
0x004a76d5,put_reg_x1_area,map.c,ordinal,2
0x004a7852,put_reg_x2_area,map.c,ordinal,2
0x004a7b37,change_reg_sized,map.c,ordinal,2
0x004a7c06,put_rm_area,map.c,ordinal,2
0x004a7ec5,flag_rm_area,map.c,ordinal,2
0x004a7fd4,unflag_rm_area,map.c,ordinal,2
0x004a808c,check_region_map_for_farm_square,map.c,ordinal,2
0x004a81d2,check_region_map_for_port_square,map.c,ordinal,2
0x004a8311,adjust_regions_coastline,map.c,ordinal,2
0x004a84fc,adjust_sailable_area,map.c,ordinal,2
0x004a85d6,test_citymap_neighbours_posedge,map.c,ordinal,2
0x004a89f2,test_citymap_neighbours_negedge,map.c,ordinal,2
0x004a8dde,test_type_citymap_neighbours_posedge,map.c,ordinal,2
0x004a9272,test_type_citymap_neighbours_negedge,map.c,ordinal,2
0x004a96d6,test_regionmap_neighbours_posedge,map.c,ordinal,2
0x004a9af2,test_regionmap_neighbours_negedge,map.c,ordinal,2
0x004a9ede,test_type_regionmap_neighbours_posedge,map.c,ordinal,2
0x004aa372,test_type_regionmap_neighbours_negedge,map.c,ordinal,2
0x004aa7d6,choose_from,map.c,ordinal,2
0x004aa8fd,init_choices,map.c,compile-exact,1
0x004ab603,flag_range3,map.c,fuzzy-targeted,3
0x004ab7b3,set_4_neighbours,map.c,compile-exact,1
0x004ab82e,set_4_neighbours_if_not_wallortower,map.c,compile-exact,1
0x004ab8f9,set_2_neighbours_if_not_wallortower,map.c,compile-exact,1
0x004ab9d3,set_4_neighbours_if_not_aquaductorresevoir,map.c,compile-exact,1
0x004aba9e,set_2_neighbours_if_not_aquaductorresevoir,map.c,compile-exact,1
0x004abb78,set_4_rm_neighbours_if_not_wallortower,map.c,compile-exact,1
0x004abc43,set_4_rm_neighbours_if_not_aquaductorresevoir,map.c,compile-exact,1
0x004abd0e,inc_elastic_by2,map.c,compile-exact,1
0x004abdf9,test_for_ns_polar_walls,map.c,compile-exact,1
0x004abe5b,test_for_ew_polar_walls,map.c,compile-exact,1
0x004abebd,test_for_next_to_region_wall,map.c,compile-exact,1
0x004ac027,get_reg_buildings_in_radius,map.c,ordinal,2
0x004ac19b,get_reg_industries_in_radius,map.c,ordinal,2
0x004ac2ff,get_closest_trading_post,map.c,ordinal,2
0x004ac4e9,fill_warehouses_with,map.c,ordinal,2
0x004ac84e,take_from_warehouses,map.c,ordinal,2
0x004ac9b3,set_ns_polar,map.c,compile-exact,1
0x004ac9f6,set_ew_polar,map.c,compile-exact,1
0x004aca39,change_lv,map.c,ordinal,2
0x004acbcf,get_best_lv,map.c,ordinal,2
0x004acc61,get_ptr_to_corner,map.c,ordinal,2
0x004accc6,affected_by_cover1,map.c,ordinal,2
0x004acd6f,affected_by_cover2,map.c,ordinal,2
0x004ace18,get_range1,map.c,ordinal,2
0x004aced1,get_range3,map.c,ordinal,2
0x004acf8a,test_range_for,map.c,ordinal,2
0x004ad1db,test_range_for_road,map.c,ordinal,2
0x004ad339,test_area_for_population,map.c,ordinal,2
0x004ad4f0,save_undo_info,map.c,ordinal,2
0x004ad562,restore_city_from_undo_buffer,map.c,ordinal,2
0x004ad5ad,restore_region_from_undo_buffer,map.c,ordinal,2
0x004ad602,clear_region_map,map.c,compile-exact,1
0x004ad6aa,set_route_elastic,map.c,compile-exact,1
0x004ae5e2,put_danger_flag,map.c,compile-exact,1
0x004ae609,clear_city_flag,map.c,ordinal-post,3
0x004ae665,clear_prov_flag,map.c,ordinal-post,3
0x004ae6c1,clear_danger_flag,map.c,ordinal-post,3
0x004ae6db,count_danger_flags,map.c,ordinal-post,3
0x004ae761,next_city_flag,map.c,ordinal-post,3
0x004ae7e7,next_prov_flag,map.c,ordinal-post,3
0x004ae86d,next_danger_flag,map.c,ordinal-post,3
0x004ae950,goto_flag_marker_mode,map.c,ordinal-post,3
0x004ae99a,lose_game_screen,titles.c,compile-exact,1
0x004aea34,show_want_promotion_box,titles.c,ordinal-post,3
0x004aeac9,demo_lead_out_slideshow,titles.c,win-order,2
0x004aeabe,demo_lead_in_slideshow,titles.c,win-order,2
0x004aead7,lead_in_logos,titles.c,ordinal-post,3
0x004b0630,action,action.c,ordinal-pre,3
0x004b1951,flag_mode_action,action.c,ordinal-pre,3
0x004b1b8f,battle_action,action.c,ordinal-pre,3
0x004b1df5,scroll,action.c,ordinal-pre,3
0x004b1f7d,mouse_follow_cohort,action.c,ordinal-pre,3
0x004b2194,mouse_hunt_enemies,action.c,ordinal-pre,3
0x004b2362,show_latest_route,action.c,ordinal-pre,3
0x004b24d7,prebuild_city_item,action.c,ordinal-pre,3
0x004b2585,build_city_item,action.c,ordinal-pre,3
0x004b3568,prebuild_region_item,action.c,ordinal-pre,3
0x004b35f0,build_region_item,action.c,ordinal-pre,3
0x004b3fd6,act_select_farm,action.c,compile-exact,1
0x004b402d,get_region_2x2_start,action.c,ordinal,2
0x004b40c5,get_icon_over,action.c,ordinal,2
0x004b437f,is_icon_over,action.c,ordinal,2
0x004b44b1,use_city_overmap_to_move,action.c,ordinal,2
0x004b459d,use_region_overmap_to_move,action.c,ordinal,2
0x004b463e,jump_to_citymap_ptr,action.c,ordinal,2
0x004b47ba,jump_to_regionmap_ptr,action.c,ordinal,2
0x004b4937,perform_city_strip_action,action.c,ordinal,2
0x004b49d3,perform_region_strip_action,action.c,ordinal,2
0x004b4a6f,act_null,action.c,ordinal,2
0x004b4b98,perform_battle_strip_action,action.c,ordinal,2
0x004b4cab,perform_cohort_box_action,action.c,ordinal,2
0x004b4cb6,act_init_turbo_mode,action.c,ordinal,2
0x004b4cee,act_exit_turbo_mode,action.c,ordinal,2
0x004b4d0a,act_new_game,action.c,ordinal,2
0x004b4da7,act_load_game,action.c,ordinal,2
0x004b4e1e,act_save_game,action.c,ordinal,2
0x004b4e8e,act_exit_game,action.c,ordinal,2
0x004b4f21,act_do_exit,action.c,ordinal,2
0x004b4f3d,act_exit_and_save,action.c,ordinal,2
0x004b4f57,act_dont_exit,action.c,compile-exact,1
0x004b4f73,act_toggle_tunes,action.c,ordinal,2
0x004b4fd1,act_tog_tunes,action.c,ordinal,2
0x004b5040,act_tunes_level,action.c,compile-exact,1
0x004b5086,act_toggle_sound_fx,action.c,ordinal,2
0x004b50e4,act_tog_samples,action.c,ordinal,2
0x004b511b,act_tog_ambients,action.c,ordinal,2
0x004b5152,act_tog_speech,action.c,ordinal,2
0x004b5189,act_samples_level,action.c,compile-exact,1
0x004b51cf,act_nof_samples,action.c,compile-exact,1
0x004b5210,act_toggle_anims,action.c,ordinal,2
0x004b528c,act_tog_anims,action.c,ordinal,2
0x004b52af,act_toggle_year_end,action.c,ordinal,2
0x004b5308,act_tog_yearend,action.c,ordinal,2
0x004b532b,act_tog_autosave,action.c,ordinal,2
0x004b5394,act_game_speed,action.c,compile-exact,1
0x004b53e7,act_scroll_speed,action.c,compile-exact,1
0x004b543a,act_help_tips,action.c,compile-exact,1
0x004b5487,act_help_history,action.c,compile-exact,1
0x004b54bf,act_help_icons,action.c,compile-exact,1
0x004b5645,act_exit_help,action.c,compile-exact,1
0x004b5664,act_yes,action.c,compile-exact,1
0x004b5680,act_no,action.c,compile-exact,1
0x004b569c,act_pause,action.c,ordinal,2
0x004b56b5,act_out,action.c,compile-exact,1
0x004b56ca,act_adjust_up,action.c,compile-exact,1
0x004b56f5,act_adjust_down,action.c,compile-exact,1
0x004b5725,act_test,action.c,compile-exact,1
0x004b5744,act_exclaim,action.c,ordinal,2
0x004b5754,act_undo_cm,action.c,ordinal,2
0x004b5796,act_houses,action.c,ordinal,2
0x004b57f3,act_water,action.c,ordinal,2
0x004b5848,act_security,action.c,ordinal,2
0x004b589d,act_health,action.c,ordinal,2
0x004b58f2,act_gardens_plaza,action.c,ordinal,2
0x004b5947,act_clear,action.c,compile-exact,1
0x004b5984,act_road,action.c,compile-exact,1
0x004b59c1,act_plaza,action.c,compile-exact,1
0x004b59f4,act_gardens,action.c,compile-exact,1
0x004b5a27,act_house1,action.c,compile-exact,1
0x004b5a5a,act_house2,action.c,compile-exact,1
0x004b5a8d,act_house3,action.c,compile-exact,1
0x004b5ac0,act_house4,action.c,compile-exact,1
0x004b5af3,act_house5,action.c,compile-exact,1
0x004b5b26,act_forums,action.c,ordinal,2
0x004b5b7b,act_select_small_forum,action.c,compile-exact,1
0x004b5bb5,act_select_medium_forum,action.c,compile-exact,1
0x004b5bef,act_select_large_forum,action.c,compile-exact,1
0x004b5c29,act_tower,action.c,compile-exact,1
0x004b5c5c,act_wall,action.c,compile-exact,1
0x004b5c8f,act_barracks,action.c,compile-exact,1
0x004b5cc2,act_prefecture,action.c,compile-exact,1
0x004b5cf5,act_resevoir,action.c,compile-exact,1
0x004b5d28,act_aquaduct,action.c,compile-exact,1
0x004b5d5b,act_fountain,action.c,compile-exact,1
0x004b5d8e,act_well,action.c,compile-exact,1
0x004b5dc1,act_industries,action.c,ordinal,2
0x004b5e23,act_business,action.c,compile-exact,1
0x004b5e60,act_market,action.c,compile-exact,1
0x004b5e93,act_hospital,action.c,compile-exact,1
0x004b5ec6,act_baths,action.c,compile-exact,1
0x004b5ef9,act_temple,action.c,ordinal,2
0x004b5f4e,act_select_small_temple,action.c,compile-exact,1
0x004b5f81,act_select_medium_temple,action.c,compile-exact,1
0x004b5fb4,act_select_large_temple,action.c,compile-exact,1
0x004b5fe7,act_education,action.c,ordinal,2
0x004b603c,act_select_grammaticus,action.c,compile-exact,1
0x004b606f,act_select_rhetor,action.c,compile-exact,1
0x004b60a2,act_select_library,action.c,compile-exact,1
0x004b60d5,act_entertainment,action.c,ordinal,2
0x004b612a,act_select_theatre,action.c,compile-exact,1
0x004b615d,act_select_odium,action.c,compile-exact,1
0x004b6190,act_select_arena,action.c,compile-exact,1
0x004b61c3,act_select_colosseum,action.c,compile-exact,1
0x004b61f6,act_select_circus,action.c,compile-exact,1
0x004b6229,act_select_circus_max,action.c,compile-exact,1
0x004b625c,act_select_cancel,action.c,compile-exact,1
0x004b632e,act_ov_geography,action.c,compile-exact,1
0x004b634c,act_ov_landval,action.c,compile-exact,1
0x004b636a,act_ov_water,action.c,compile-exact,1
0x004b6388,act_ov_security,action.c,compile-exact,1
0x004b63a6,act_ov_unrest,action.c,compile-exact,1
0x004b63c4,act_ov_admin,action.c,compile-exact,1
0x004b63e2,act_ov_entertainment,action.c,compile-exact,1
0x004b6400,act_ov_education,action.c,compile-exact,1
0x004b641e,act_ov_health,action.c,compile-exact,1
0x004b643c,act_ov_industry,action.c,compile-exact,1
0x004b651d,act_clear_rm,action.c,compile-exact,1
0x004b6561,act_road_rm,action.c,compile-exact,1
0x004b65a5,act_wall_rm,action.c,compile-exact,1
0x004b65df,act_rm_warehouse,action.c,compile-exact,1
0x004b6619,act_rm_workhouse,action.c,compile-exact,1
0x004b6653,act_rm_port,action.c,compile-exact,1
0x004b6697,act_rm_shipyard,action.c,compile-exact,1
0x004b66d1,act_rm_farm,action.c,compile-exact,1
0x004b670b,act_rm_mine,action.c,compile-exact,1
0x004b6745,act_rm_quarry,action.c,compile-exact,1
0x004b677f,act_rm_trading_post,action.c,compile-exact,1
0x004b67c3,act_rm_fort,action.c,compile-exact,1
0x004b67fd,act_order_cohort,action.c,compile-exact,1
0x004b7c74,act_goto_flags,action.c,compile-exact,1
0x004b8163,get_region_over,action.c,fuzzy-targeted,3
0x004b83b0,act_request_up,action.c,compile-exact,1
0x004b848c,act_salary_up,action.c,compile-exact,1
0x004b84b4,act_salary_down,action.c,ordinal,2
0x004b84d9,act_donation,action.c,compile-exact,1
0x004b8539,act_donation_up,action.c,compile-exact,1
0x004b8582,act_donation_down,action.c,compile-exact,1
0x004b85c0,act_send_donation,action.c,ordinal,2
0x004b85f0,act_history_graph_longer,action.c,compile-exact,1
0x004b8615,act_history_graph_shorter,action.c,ordinal,2
0x004b863a,act_army_box_help,action.c,ordinal,2
0x004b8676,act_army_wage_up,action.c,compile-exact,1
0x004b86a6,act_army_wage_down,action.c,compile-exact,1
0x004b86d3,act_conscription_up,action.c,compile-exact,1
0x004b86ff,act_conscription_down,action.c,compile-exact,1
0x004b872b,act_next_cohort,action.c,compile-exact,1
0x004b874e,act_prev_cohort,action.c,compile-exact,1
0x004b8771,act_demob_cohort,action.c,ordinal,2
0x004b88e9,act_more_mercs,action.c,ordinal,2
0x004b8941,act_less_mercs,action.c,ordinal,2
0x004b89c0,act_slave_welfare_up,action.c,compile-exact,1
0x004b89e8,act_slave_welfare_down,action.c,ordinal,2
0x004b8a0d,act_slave_fire_up,action.c,compile-exact,1
0x004b8a2b,act_slave_fire_down,action.c,compile-exact,1
0x004b8a49,act_slave_city_road_up,action.c,compile-exact,1
0x004b8a67,act_slave_city_road_down,action.c,compile-exact,1
0x004b8a85,act_slave_city_water_up,action.c,compile-exact,1
0x004b8aa3,act_slave_city_water_down,action.c,compile-exact,1
0x004b8ac1,act_slave_city_wall_up,action.c,compile-exact,1
0x004b8adf,act_slave_city_wall_down,action.c,compile-exact,1
0x004b8afd,act_slave_reg_work_up,action.c,ordinal,2
0x004b8b2f,act_slave_reg_work_down,action.c,ordinal,2
0x004b8b61,act_slave_reg_upkeep_up,action.c,ordinal,2
0x004b8b93,act_slave_reg_upkeep_down,action.c,ordinal,2
0x004b8bc5,act_set_slaves_to_need_level,action.c,compile-exact,1
0x004b8c5d,alter_slave_reqs,action.c,ordinal,2
0x004b8d3b,act_send_gift,action.c,ordinal,2
0x004b8db8,act_gift_up,action.c,ordinal,2
0x004b8dfd,act_gift_down,action.c,compile-exact,1
0x004b8e25,act_gift_send,action.c,compile-exact,1
0x004b8e5a,act_set_temple_tips,action.c,compile-exact,1
0x004b8e78,act_zoom_level1,action.c,ordinal,2
0x004b8ee3,act_zoom_level2,action.c,ordinal,2
0x004b8f4e,act_stop_go,action.c,ordinal,2
0x004b8fad,act_turbo,action.c,ordinal,2
0x004b8fdb,act_move_unit,action.c,ordinal,2
0x004b9019,act_target_unit,action.c,ordinal,2
0x004b9057,act_battle_retreat,action.c,ordinal,2
0x004b9097,act_battle_surrender,action.c,ordinal,2
0x004b90d7,act_battle_autocalc,action.c,ordinal,2
0x004b9117,act_battle_select_all,action.c,ordinal,2
0x004b9143,act_battle_help,action.c,ordinal,2
0x004b9162,act_unit_line_formation,action.c,ordinal,2
0x004b91bc,act_unit_column_formation,action.c,ordinal,2
0x004b9216,act_unit_tortoise_formation,action.c,ordinal,2
0x004b9270,act_unit_mop_up_formation,action.c,ordinal,2
0x004b92a1,act_set_skill_levels,action.c,ordinal,2
0x004b9357,act_choose_init_region,action.c,ordinal,2
0x004b94a6,this_region,action.c,ordinal,2
0x004b9590,act_tutorial,action.c,ordinal,2
0x004b9647,act_dos,action.c,ordinal,2
0x004b9663,act_skill_up,action.c,ordinal,2
0x004b968b,act_skill_down,action.c,ordinal,2
0x004b96b2,act_tog_peace,action.c,compile-exact,1
0x004b96d2,act_choose_name,action.c,ordinal,2
0x004b9735,act_back_to_front_panel,action.c,compile-exact,1
0x004b974a,act_preload,action.c,ordinal-post,3
0x004b9795,act_census,action.c,ordinal-post,3
0x004b97d7,act_query,action.c,ordinal-post,3
0x004b99d4,act_general_query,action.c,ordinal-post,3
0x004b9a29,act_people_query,action.c,ordinal-post,3
0x004b9a7e,act_detailed_query,action.c,ordinal-post,3
0x004b9ad3,act_query_help,action.c,ordinal-post,3
0x004b9ae8,act_query_tips,action.c,ordinal-post,3
0x004b9afd,act_query_history,action.c,ordinal-post,3
0x004b9b12,act_query_do_help,action.c,ordinal-post,3
0x004b9c74,act_query_mode,action.c,ordinal-post,3
0x004b9ca2,act_do_year_end,action.c,ordinal-post,3
0x004b54d4,act_about,action.c,win-global,2
0x004b62d1,act_select_ov_map,action.c,win-global,2
0x004b628f,act_show_ov_legend,action.c,win-global,2
0x004b64b6,act_rm_industry,action.c,win-global,2
0x004b645a,act_rm_security,action.c,win-global,2
0x004b6f99,act_rotate_anticlockwise,action.c,win-global,2
0x004b6f46,act_rotate_clockwise,action.c,win-global,2
0x004b6ce8,act_set_patrol_stop,action.c,win-order,3
0x004b6837,act_set_patrol_markers,action.c,win-global,2
0x004b78ff,act_correct_map,action.c,win-global,2
0x004b7722,act_goto_prov_map,action.c,win-global,2
0x004b75b9,act_goto_city_map,action.c,win-global,2
0x004b74e9,act_swap_maps,action.c,win-global,2
0x004b74bd,act_goto_city,action.c,win-global,2
0x004b72fc,do_act_zoom_in,action.c,win-global,2
0x004b7196,act_zoom_in,action.c,win-global,2
0x004b7001,do_act_zoom_out,action.c,win-global,2
0x004b80ef,over_forum_menu,action.c,win-callgraph,2
0x004b7fa2,show_forum_screen,action.c,win-global,2
0x004b7e89,forum_game_loop,action.c,win-global,2
0x004b7dc7,act_set_marker3,action.c,win-global,2
0x004b7d38,act_set_marker2,action.c,win-global,2
0x004b7ca9,act_set_marker1,action.c,win-global,2
0x004b838b,act_request_down,action.c,win-global,2
0x004b82fa,act_final_bribe,action.c,win-global,2
0x004b8467,act_ind_tax_down,action.c,win-global,2
0x004b8442,act_ind_tax_up,action.c,win-global,2
0x004b841d,act_pop_tax_down,action.c,win-global,2
0x004b83f8,act_pop_tax_up,action.c,win-global,2
0x00478c7b,sf10_hunt_for_fight,battle.c,win-global,2
0x00478afc,sf09_look_for_fight,battle.c,win-global,2
0x00478901,sf08_withdraw,battle.c,win-global,2
0x00478820,sf07_reform,battle.c,win-global,2
0x004784c6,sf06_defend,battle.c,win-global,2
0x004783ca,sf04_fight,battle.c,win-global,2
0x00478307,sf15_move_and_reform,battle.c,win-global,2
0x00478269,sf03_move,battle.c,win-global,2
0x00477fe7,sf02_death,battle.c,win-callgraph,2
0x00477ea5,sf01_wait,battle.c,win-global,2
0x0047a94b,reform,battle.c,win-global,2
0x0047a7db,general_reform,battle.c,win-callgraph,2
0x0047a67f,arrow_intelligence,battle.c,win-global,2
0x0047a4ba,get_arrow_base_image,battle.c,win-global,2
0x0047995d,sf14_opertunist_fire,battle.c,win-global,2
0x004795f0,sf13_autofire_missile,battle.c,win-global,2
0x0047b036,get_fig_in_unit_position,battle.c,win-global,2
0x0047b8e5,get_fig_still_image,battle.c,win-global,2
0x0046f9ce,empire_in_region,bbarian.c,win-global,2
0x0046f7fd,barbarian_in_region,bbarian.c,win-global,2
0x0046f5e3,raider_in_region,bbarian.c,win-global,2
0x0046f4d0,get_attackers,bbarian.c,win-order,3
0x0046f33d,chance_of_attack,bbarian.c,win-global,2
0x0046edd3,horde_trouble,bbarian.c,win-order,3
0x0046eb23,raider_trouble,bbarian.c,win-order,3
0x0046e867,revolt_trouble,bbarian.c,win-global,2
0x0046a102,remove_army,common.c,win-global,2
0x0046a016,remove_figure,common.c,win-callgraph,2
0x0046ac17,get_a_unit_centered_on_mouse,common.c,win-global,2
0x0046ab7e,get_tracking_army_distance,common.c,win-callgraph,2
0x0046aa26,get_nearest_enemy_to_track,common.c,win-global,2
0x0046a8f0,get_nearest_army_to_track,common.c,win-global,2
0x0046a85b,get_army_name_from_fort_ref,common.c,win-global,2
0x0046c10f,run_anti_ferret,common.c,win-global,2
0x0046bedd,run_clock_ferret,common.c,win-global,2
0x0046bd96,trace_forward_ferret,common.c,win-global,2
0x0046bc3b,trace_back_ferret,common.c,win-global,2
0x0046b96b,smooth_ferret_run,common.c,win-global,2
0x0046b875,load_ferret_run,common.c,win-global,2
0x0046b68b,run_2_map_ferrets,common.c,win-global,2
0x0046b083,clear_region_ferret_map,common.c,win-order,3
0x0046ae0d,clear_ferret_map,common.c,win-order,3
0x004101e4,battle_game_loop,gloops.c,win-global,2
0x0040fb4a,main_game_loop,gloops.c,win-global,2
0x0040f844,floop_end,gloops.c,win-global,2
0x00410df1,forum_explanations,gloops.c,win-global,2
0x00410d82,explain_forum,gloops.c,win-global,2
0x00410d4f,forum_idle_game_loop,gloops.c,win-global,2
0x00410c24,forum_slaves_game_loop,gloops.c,win-global,2
0x00410be8,forum_industry_game_loop,gloops.c,win-global,2
0x00410a8d,forum_army_game_loop,gloops.c,win-global,2
0x004108b4,forum_empire_game_loop,gloops.c,win-global,2
0x00410878,forum_advisor_game_loop,gloops.c,win-global,2
0x004107f6,forum_clerks_game_loop,gloops.c,win-global,2
0x00410736,forum_temple_game_loop,gloops.c,win-global,2
0x004106aa,gift_game_loop,gloops.c,win-global,2
0x00410624,forum_rome_game_loop,gloops.c,win-global,2
0x00410598,donation_game_loop,gloops.c,win-global,2
0x00410515,forum_career_game_loop,gloops.c,win-global,2
0x0041048d,forum_admin_game_loop,gloops.c,win-global,2
0x0044aa77,main_path,lib32.c,win-global,2
0x0044a8ae,cd_path,lib32.c,win-order,3
0x0044a7e0,get_directory,lib32.c,win-global,2
0x0044be1d,clear_a_screen,lib32.c,win-global,2
0x0044c3d3,show_mouse,lib32.c,win-global,2
0x0044c216,get_mouse,lib32.c,win-global,2
0x0044c1da,position_mouse,lib32.c,win-global,2
0x0044c18a,clear_mouse,lib32.c,win-order,3
0x0044c055,read_mouse,lib32.c,win-global,2
0x0044bf7b,read_installed_mouse,lib32.c,win-order,3
0x0044c81e,clear_keys,lib32.c,win-global,2
0x0044c7fa,wait_key,lib32.c,win-global,2
0x0044c7aa,get_key,lib32.c,win-order,3
0x0044e763,running_delay1,lib32.c,win-global,2
0x0044eaa4,get_longest_side,lib32.c,win-global,2
0x0045012c,free_scratch_buffer,lib32.c,win-global,2
0x004ab48d,flag_range,map.c,win-global,2
0x004ab344,set_rm_range,map.c,win-global,2
0x004ab1f8,set_range,map.c,win-global,2
0x004ab0be,unflag_all_rm_xwarehouse,map.c,win-global,2
0x004aae45,unflag_all_rm,map.c,win-global,2
0x004aac70,unflag_all_cm,map.c,win-global,2
0x004aabba,clear_all_bm,map.c,win-global,2
0x004aaa92,clear_all_rm,map.c,win-global,2
0x004ae1a9,init_flag_markers,map.c,win-global,2
0x004adcc4,trace_back_route_elastic,map.c,win-global,2
0x004ad6ec,set_route_elastic_range,map.c,win-global,2
0x004021fd,get_old_mood,pcsound.c,win-global,2
0x00401ec1,pause_db,pcsound.c,win-global,2
0x00401e49,stop_db,pcsound.c,win-global,2
0x00401da8,continue_db,pcsound.c,win-global,2
0x00401c57,set_db_sound,pcsound.c,win-global,2
0x00401b30,neg_sound,pcsound.c,win-global,2
0x00401a69,pos_sound,pcsound.c,win-global,2
0x0040198e,check_for_free_slot,pcsound.c,win-order,3
0x00401809,start_sound,pcsound.c,win-order,3
0x00401734,set_pri_sound,pcsound.c,win-global,2
0x0040164d,set_sound,pcsound.c,win-global,2
0x00401604,fade_sequences_out,pcsound.c,win-global,2
0x0040158e,fade_sequence_in,pcsound.c,win-global,2
0x00401515,set_sequences_volume,pcsound.c,win-global,2
0x0040149b,set_samples_volume,pcsound.c,win-global,2
0x0040138f,stop_samples,pcsound.c,win-order,3
0x00401250,start_sequences,pcsound.c,win-global,2
0x00401085,start_samples,pcsound.c,win-global,2
0x00401000,start_sounds,pcsound.c,win-global,2
0x00403fd7,init_sample_buffer,pcsound.c,win-global,2
0x004287b8,show_recruitment,screens.c,win-global,2
0x004286d5,update_tribune_flag,screens.c,win-global,2
0x0042813c,show_this_tribune,screens.c,win-global,2
0x00427f9b,show_mercs,screens.c,win-global,2
0x00427e44,forum_army_screen,screens.c,win-global,2
0x0042a52e,show_ov_legend_panel,screens.c,win-global,2
0x0042a299,show_ov_bar,screens.c,win-global,2
0x00429f9c,show_icon_strip,screens.c,win-global,2
0x00429d9f,show_top_line,screens.c,win-global,2
0x00429825,show_year_end_screen,screens.c,win-global,2
0x004295b2,show_slave_allocation,screens.c,win-global,2
0x004293ea,show_slave_welfare_bill,screens.c,win-global,2
0x004291b5,forum_slaves_screen,screens.c,win-global,2
0x0040f810,do_lose_game,titles.c,win-order,3
